6dFGS,RAJ2000,DEJ2000,czgal,czgr,log(Dz/DH),e_log(Dz/DH)
g1047180-100331,161.82495,-10.0587,8912,,-0.2097,0.1394
g1047328-473124,161.88645,-47.5234,12392,,0.1435,0.1179
g1047447-002238,161.9361,-0.3773,11938,,0.1172,0.1255
g1047499-295239,161.95785,-29.8776,12122,,0.114,0.1311
g1048042-171738,162.01756,-17.2938,6389,6452,-0.0364,0.1134
g1048044-122830,162.01846,-12.4749,5074,,-0.0524,0.0988
g1048048-015539,162.0198,-1.9274,11580,,0.1421,0.1094
g1048068-182141,162.02836,-18.3613,11964,,0.1948,0.1056
g1048214-144751,162.08925,-14.7974,8310,8313,-0.0005,0.1071
g1048238-443758,162.09899,-44.6327,13813,,0.0452,0.1325
g1048421-471527,162.17566,-47.2574,12034,,-0.1004,0.1416
g1048433-471720,162.18045,-47.2888,12243,,-0.0288,0.1053
g1049067-153810,162.27765,-15.636,8100,,0.0657,0.1117
g1049093-293120,162.28859,-29.5222,10204,,0.0572,0.0985
g1049190-830710,162.32911,-83.1193,12260,,-0.0186,0.1098
g1049249-002548,162.3537,-0.4299,11968,,-0.0062,0.1043
g1049511-421936,162.46274,-42.3266,9295,,0.0686,0.1085
g1050017-015203,162.507,-1.8675,11580,,0.1247,0.12
g1050180-120631,162.57495,-12.1087,4955,5026,0.1012,0.0954
g1050251-453434,162.60449,-45.5762,14079,,-0.0414,0.1717
g1050261-125042,162.6087,-12.8451,5314,5026,-1e-04,0.0957
g1050332-472043,162.6384,-47.3452,12183,,0.028,0.1739
g1050344-125116,162.6435,-12.8543,4834,5026,-0.1295,0.1081
g1050353-125350,162.64695,-12.8971,5344,5026,0.009,0.097
g1050527-124322,162.71941,-12.7226,8462,,-0.2513,0.1584
g1050577-122654,162.74025,-12.4484,4805,5026,-0.0575,0.1016
g1051173-122409,162.8223,-12.4024,4775,5026,0.0193,0.094
g1051386-092643,162.9108,-9.4454,16078,,-0.2294,0.1284
g1051485-055109,162.95189,-5.8526,13590,,0.0394,0.1411
g1052149-005720,163.062,-0.9555,15026,,-0.1553,0.1218
g1052204-065159,163.08495,-6.8664,15539,,-0.016,0.1483
g1052313-075537,163.13039,-7.9269,8584,,0.0969,0.0922
g1052377-450946,163.1568,-45.1627,5927,,0.1085,0.1052
g1052447-074551,163.18605,-7.7641,8614,,-0.0797,0.1278
g1052529-450608,163.22024,-45.1023,12463,,-0.1898,0.1451
g1053016-073328,163.25685,-7.5578,16109,15841,0.0428,0.1391
g1053060-401945,163.27485,-40.3291,5136,5202,0.03,0.0915
g1053237-414627,163.34865,-41.774,12955,,-0.0464,0.1148
g1053504-114332,163.45995,-11.7256,8583,,-0.0633,0.1028
g1054024-462447,163.51019,-46.413,14586,,-0.0866,0.132
g1054141-112418,163.55865,-11.4051,8553,,0.1729,0.0908
g1054209-471714,163.58716,-47.2872,14972,,0.0163,0.145
g1054247-464427,163.60275,-46.7409,4661,,-0.0133,0.1161
g1054381-054212,163.6587,-5.7034,14250,,0.1282,0.1123
g1054447-480708,163.68645,-48.1188,14039,,0.1802,0.1186
g1054554-423631,163.73085,-42.6086,12802,,-0.0498,0.1222
g1054559-101620,163.7331,-10.2722,14280,,0.0534,0.1134
g1055044-053946,163.76834,-5.6628,11972,,-0.0837,0.1811
g1055129-065121,163.80391,-6.8557,16409,15910,-0.0896,0.1283
g1055178-795907,163.82415,-79.9853,13239,,0.0399,0.1198
g1055246-080809,163.85234,-8.1358,14580,,-0.0666,0.1443
g1056483-153534,164.20125,-15.5927,8011,,0.1734,0.1268
g1056577-141802,164.2404,-14.3006,4954,,0.0471,0.0978
g1057041-062854,164.26695,-6.4816,15000,,0.0761,0.1351
g1057057-483941,164.2737,-48.6614,5043,,0.054,0.0957
g1057086-060229,164.2857,-6.0413,14131,,0.0537,0.1247
g1057296-471912,164.37345,-47.3201,14702,,0.0054,0.1254
g1057341-474351,164.3919,-47.7308,5917,,0.0626,0.1236
g1057475-475034,164.44799,-47.8428,6006,,0.0274,0.0967
g1057508-200006,164.4615,-20.0016,4228,,0.0786,0.0956
g1058001-182540,164.50065,-18.4276,11605,,0.1595,0.1179
g1058039-061538,164.5161,-6.2606,14700,,0.0921,0.0989
g1058424-465246,164.6766,-46.8795,14704,,-0.2141,0.1519
g1058496-070243,164.70675,-7.0451,15270,15106,-0.0263,0.111
g1059217-432824,164.8404,-43.4733,5304,,0.0394,0.1164
g1059292-462220,164.8716,-46.3721,14586,,0.2033,0.125
g1059299-145142,164.87474,-14.8616,7892,,-0.1577,0.1297
g1059311-064050,164.87969,-6.6805,9484,9670,-0.0979,0.164
g1059378-065309,164.9073,-6.8858,14790,15106,0.1677,0.1086
g1059481-064002,164.95035,-6.6673,15120,15106,-0.0537,0.1208
g1100027-432917,165.0111,-43.4879,12679,,0.0507,0.1266
g1100235-484404,165.09765,-48.7344,14876,,0.0108,0.1194
g1100360-000045,165.15015,-0.0124,11850,,-0.0039,0.1251
g1100364-085638,165.15181,-8.9439,8735,,0.1218,0.1137
g1100394-151027,165.16409,-15.1741,15866,,-0.045,0.1677
g1100467-002349,165.19455,-0.397,13528,,0.0416,0.1088
g1100496-100652,165.20639,-10.1143,12032,,0.0054,0.1217
g1100599-140220,165.24945,-14.0387,4385,4932,0.0543,0.0956
g1101190-475156,165.3291,-47.8654,15180,,-0.1277,0.1457
g1101272-004306,165.36345,-0.7183,13648,,-0.058,0.1102
g1101442-065138,165.43395,-6.8604,9814,9670,0.1145,0.1215
g1101487-471351,165.45314,-47.2309,15003,,-0.0577,0.1463
g1101525-423133,165.46875,-42.5259,12683,,-0.1705,0.1725
g1101563-472951,165.48464,-47.4976,15092,,0.0711,0.1525
g1102039-093206,165.51616,-9.5349,8345,,0.1143,0.1122
g1102099-465541,165.54135,-46.9281,15574,,-0.2755,0.1304
g1102246-064207,165.6024,-6.702,9424,9670,0.1164,0.1424
g1102490-465351,165.70395,-46.8975,15544,,0.1799,0.0987
g1102599-013250,165.7497,-1.5471,11222,,-0.2223,0.1445
g1103018-173518,165.75736,-17.5884,8189,,-0.1958,0.1186
g1103185-152147,165.82695,-15.363,15956,,-0.06,0.1183
g1103318-465814,165.88245,-46.9705,15514,,0.0015,0.1273
g1103429-465827,165.92895,-46.9743,15454,,-0.1199,0.1145
g1103510-200535,165.96241,-20.093,4109,,-0.0272,0.0961
g1104148-205216,166.06155,-20.8711,8364,,-0.1674,0.1895
g1104288-094729,166.12005,-9.7914,8375,8291,0.0962,0.0937
g1104327-465533,166.13626,-46.9257,15244,,-0.0891,0.1684
g1104381-070247,166.15874,-7.0464,14791,,0.141,0.1021
g1104413-013230,166.17225,-1.5418,5915,,0.0622,0.1057
g1105092-004749,166.28835,-0.7969,10470,,0.1183,0.1017
g1105185-831226,166.32706,-83.2073,12110,,-0.1235,0.1414
g1105426-095500,166.42755,-9.9167,8225,8291,-0.0599,0.1085
g1106043-122550,166.51784,-12.4307,8014,,0.1331,0.0916
g1106106-460340,166.54425,-46.0612,15068,,-0.0531,0.1387
g1106109-120820,166.54545,-12.1388,11492,,-0.0013,0.0981
g1106174-470422,166.57245,-47.0729,15153,,0.009,0.1234
g1106189-100305,166.57876,-10.0515,8105,8291,0.0705,0.1003
g1106200-482237,166.5834,-48.3769,13589,,0.07,0.1724
g1106209-021854,166.58715,-2.315,9753,,-0.0208,0.1023
g1106227-483048,166.59435,-48.5134,14818,,-0.1127,0.1266
g1106356-311951,166.64805,-31.3308,10051,,0.1646,0.1041
g1106455-040420,166.68945,-4.0722,12002,12094,0.0385,0.1006
g1106529-101309,166.7205,-10.2191,8285,8291,0.0455,0.1109
g1107017-062707,166.7571,-6.4519,14311,,0.1984,0.0929
g1107072-100119,166.78006,-10.0219,9004,,-0.1542,0.1731
g1107299-471557,166.8744,-47.2659,15153,,0.0243,0.1073
g1107302-460103,166.8759,-46.0174,14588,,0.1113,0.1524
g1107375-100710,166.90606,-10.1195,8315,8291,0.0109,0.1155
g1107507-481405,166.96125,-48.2348,13979,,0.2754,0.1242
g1107583-223452,166.9929,-22.5811,15917,,-0.1003,0.1349
g1108202-071945,167.0841,-7.3292,14731,,0.0027,0.115
g1108222-475552,167.09249,-47.931,4687,,-0.0467,0.1057
g1108261-071517,167.1087,-7.2547,14821,,0.2429,0.1088
g1108322-102930,167.13419,-10.4918,8315,8291,0.0241,0.1082
g1108589-043448,167.2455,-4.58,12572,12094,0.0378,0.1016
g1109018-004901,167.25735,-0.8168,12119,,-0.0966,0.1431
g1109103-484816,167.29275,-48.8044,14187,,0.0858,0.1024
g1109344-464457,167.39325,-46.7492,5651,,0.1796,0.1074
g1109360-745432,167.39985,-74.9089,12281,12239,-0.143,0.1327
g1109468-132250,167.44484,-13.3806,4776,,0.0164,0.094
g1109577-373221,167.49015,-37.5392,3347,,0.2149,0.0956
g1110090-460733,167.5374,-46.1258,9581,,-0.0849,0.109
g1110135-063457,167.55615,-6.5825,9305,,0.0641,0.0954
g1110143-461639,167.5596,-46.2774,15217,,0.0294,0.1269
g1110260-071759,167.60819,-7.2997,14101,14261,-0.0556,0.1125
g1110364-373251,167.65155,-37.5476,3108,3172,0.0704,0.0965
g1110404-071922,167.66805,-7.3228,14251,14261,-0.1774,0.1266
g1110435-363945,167.68125,-36.6626,10066,,0.0445,0.0934
g1110512-125319,167.71335,-12.8886,11461,,0.1058,0.1106
g1110582-061105,167.74245,-6.1846,9005,,-0.1175,0.115
g1111063-071809,167.77605,-7.3026,14072,14261,0.0376,0.1234
g1111074-442725,167.78086,-44.4569,10517,,0.0539,0.0993
g1111160-045029,167.81685,-4.8413,7985,,0.0153,0.0926
g1111213-450916,167.83875,-45.1544,10724,,0.0472,0.1429
g1111305-181722,167.877,-18.2895,4021,,0.0769,0.0941
g1111356-070044,167.89814,-7.0121,14431,,0.004,0.124
g1111362-073737,167.90071,-7.6271,12632,,0.0211,0.107
g1111489-073135,167.95395,-7.5263,14671,14261,-0.0995,0.1119
g1111517-454826,167.96565,-45.8073,15848,,0.0352,0.1085
g1112117-064352,168.04861,-6.7311,14101,,-0.0215,0.1164
g1112143-153112,168.05955,-15.5199,7682,8071,-0.1205,0.1359
g1112286-450326,168.11924,-45.0571,13153,,0.0802,0.1721
g1112506-075125,168.2109,-7.8568,12692,,0.1709,0.0989
g1113171-264518,168.32115,-26.7549,1728,,0.1945,0.1126
g1113216-485825,168.3402,-48.9735,14156,,-0.0347,0.1195
g1113236-094742,168.34816,-9.7949,8105,,-0.0737,0.1281
g1113280-000325,168.36645,-0.0569,12240,,-0.0833,0.1118
g1113590-470710,168.4956,-47.1194,13355,,0.1671,0.125
g1114078-445411,168.53251,-44.903,11445,,0.054,0.1652
g1114204-462548,168.58485,-46.4301,11079,,0.001,0.1295
g1114256-071543,168.60675,-7.2619,14071,,-0.0313,0.1025
g1114367-072101,168.6531,-7.3503,14311,,-0.0748,0.1197
g1114373-744234,168.65564,-74.7094,12072,12239,-0.0634,0.161
g1114415-075657,168.67305,-7.9491,8076,,-0.1589,0.1178
g1115255-833428,168.8562,-83.5744,12198,,0.0027,0.1561
g1115420-061247,168.92489,-6.213,9155,,-0.1002,0.1391
g1116149-044209,169.06199,-4.7026,15900,,0.0435,0.1164
g1116273-052850,169.11389,-5.4805,11793,11938,-0.024,0.1143
g1116294-091112,169.1223,-9.1866,7686,,-0.2186,0.1163
g1116365-074858,169.15215,-7.8162,13742,,0.0281,0.1215
g1116366-135819,169.1526,-13.9719,5764,,0.0421,0.0981
g1116389-053809,169.16204,-5.6357,11913,11938,-0.0898,0.1172
g1117176-482632,169.32331,-48.4421,4565,,-0.0106,0.0965
g1117351-223210,169.3962,-22.536,9201,,-0.0187,0.1217
g1117431-274919,169.42949,-27.8219,10600,,0.0255,0.0976
g1117432-035441,169.43009,-3.9113,5497,,0.1254,0.0983
g1117512-493217,169.4634,-49.5382,13734,,0.0838,0.1547
g1118149-484445,169.56224,-48.7458,4624,,0.1047,0.0967
g1118273-482116,169.6137,-48.3544,4625,,-0.0213,0.1173
g1118429-464040,169.67865,-46.6777,5862,,-0.0666,0.1103
g1119279-095937,169.866,-9.9935,12362,,-0.1783,0.21
g1119535-214608,169.9728,-21.7687,8543,,-0.2327,0.1214
g1119588-154414,169.995,-15.7371,8581,,-0.0427,0.1225
g1120002-202950,170.001,-20.4971,14601,,0.0301,0.1218
g1120035-482538,170.0148,-48.4272,13978,,0.1062,0.1332
g1120059-042313,170.0244,-4.3869,9064,8059,-0.113,0.1132
g1120070-080753,170.02921,-8.1313,7266,7457,-0.2074,0.1268
g1120192-054750,170.0799,-5.7973,9125,9112,-0.1287,0.1196
g1120314-090049,170.1306,-9.0137,7086,,0.0327,0.1169
g1120394-054017,170.16435,-5.6714,9155,9112,-0.118,0.0967
g1120396-101527,170.16495,-10.2574,2139,,0.1187,0.1117
g1120413-045344,170.172,-4.8955,8105,8059,-0.0778,0.1203
g1121046-470838,170.26905,-47.144,10866,10837,-0.054,0.1455
g1121150-443750,170.31255,-44.6305,14024,,0.0622,0.11
g1121155-044248,170.31435,-4.7134,7985,8059,-0.2416,0.1201
g1121441-462655,170.4336,-46.4486,13357,,0.0817,0.1447
g1121481-054528,170.45025,-5.7577,8795,9112,0.1032,0.0929
g1121545-480308,170.4771,-48.0523,13980,,0.1533,0.1313
g1121580-470605,170.4915,-47.1014,10716,10837,-0.1601,0.1782
g1122283-074209,170.6181,-7.7024,15060,,-0.0799,0.1607
g1122589-075215,170.74545,-7.8707,7446,7457,-0.0026,0.116
g1123061-502019,170.7753,-50.3386,14959,,0.0158,0.1138
g1123164-084007,170.81851,-8.6685,7985,,-0.3789,0.1759
g1123437-204347,170.9319,-20.7297,10793,,0.0319,0.1189
g1123483-343813,170.95126,-34.637,10161,,0.0161,0.1015
g1123599-121747,170.99955,-12.2964,5315,,0.035,0.1303
g1124206-082031,171.0858,-8.3419,7116,7457,0.1119,0.1025
g1124398-461546,171.1659,-46.2627,5743,,0.1314,0.1016
g1124498-130760,171.20745,-13.1333,9662,,0.138,0.1217
g1124552-451145,171.23011,-45.1957,13092,13203,0.1364,0.1134
g1125111-160325,171.2964,-16.0569,8790,,-0.1418,0.1212
g1125239-450255,171.34965,-45.0487,13213,13203,0.0666,0.108
g1125269-450503,171.36226,-45.084,13422,13203,0.076,0.1344
g1125271-440334,171.3627,-44.0596,13277,,0.0288,0.1536
g1125360-424927,171.39989,-42.8242,10193,,-0.0045,0.1159
g1125375-110823,171.4062,-11.1396,6065,,-0.104,0.0928
g1125487-490508,171.45285,-49.0856,15354,,-0.0761,0.113
g1125508-440345,171.46171,-44.0625,13366,,-0.0334,0.1696
g1125512-041845,171.46349,-4.3126,15809,,0.022,0.1138
g1126091-353347,171.5379,-35.5631,10458,10112,0.0668,0.12
g1126140-045528,171.55845,-4.9244,11882,,-0.0592,0.1154
g1126169-455435,171.5703,-45.9097,11560,,0.1444,0.1447
g1126174-141649,171.5727,-14.2802,6993,,0.0042,0.0954
g1126327-445347,171.6363,-44.8965,13333,13203,-0.181,0.2087
g1126349-430331,171.6453,-43.0587,4496,,0.0298,0.0958
g1126527-080526,171.7197,-8.0907,9394,,0.0097,0.108
g1126541-750902,171.72555,-75.1506,12429,,0.1982,0.1362
g1128064-082630,172.0266,-8.4416,15180,,0.0046,0.1246
g1128116-131140,172.0485,-13.1944,5315,,0.2379,0.0992
g1128407-084755,172.16939,-8.7985,7145,7108,-0.0831,0.1176
g1128435-140711,172.1811,-14.1197,6933,,-0.0222,0.0958
g1128569-464008,172.23704,-46.6689,5891,,0.0068,0.1007
g1128596-150733,172.24844,-15.1258,9000,,0.0929,0.1451
g1129081-061243,172.28385,-6.2119,9394,,-0.0229,0.1035
g1129094-082647,172.2891,-8.4463,11642,,0.1449,0.1076
g1129261-110426,172.35885,-11.0738,5705,,-0.1418,0.1044
g1129444-362329,172.4352,-36.3913,3290,,0.1099,0.0975
g1129596-203459,172.4982,-20.5829,4017,,0.1103,0.0973
g1130037-132725,172.51561,-13.4571,9841,,0.0344,0.1161
g1130047-113246,172.51966,-11.5462,5645,,0.106,0.0942
g1130053-093957,172.5222,-9.6658,6815,6793,0.1334,0.1009
g1130090-122353,172.53765,-12.3982,6694,,-0.1067,0.1199
g1130135-085146,172.5561,-8.8629,7055,7108,0.0174,0.1048
g1130188-090028,172.57815,-9.0078,7235,7108,0.0522,0.1148
g1130213-065741,172.58895,-6.9614,9454,,-0.0427,0.0995
g1130268-074540,172.61145,-7.7611,10503,,0.057,0.1266
g1130320-080232,172.63335,-8.0422,11342,,0.1416,0.1256
g1130526-085234,172.7193,-8.8762,11882,,-0.0687,0.1207
g1131257-093845,172.857,-9.6459,6875,6793,0.044,0.1082
g1131445-364415,172.93545,-36.7374,14231,,-0.1839,0.1423
g1131451-213059,172.93785,-21.5165,13159,,-0.0164,0.1459
g1131480-085919,172.94985,-8.9886,7025,7108,0.0767,0.1077
g1131529-055353,172.9704,-5.8981,7864,,0.0403,0.112
g1132059-065254,173.0244,-6.8817,9573,,-0.0047,0.1113
g1132061-080035,173.0253,-8.0098,11372,,-0.0013,0.1334
g1132277-111003,173.11561,-11.1675,4865,,-0.206,0.1224
g1132306-095810,173.12729,-9.9694,6695,6793,0.0484,0.0942
g1132324-100650,173.1351,-10.1138,6575,6793,-0.0401,0.103
g1132332-501639,173.13839,-50.2774,14449,,-0.1983,0.1547
g1132377-163511,173.15715,-16.5864,4112,,-0.0603,0.0996
g1132468-333940,173.1951,-33.6611,9984,9715,-0.1357,0.1331
g1132472-461259,173.19674,-46.2163,11618,,0.0676,0.1272
g1132507-034728,173.21145,-3.791,16108,,0.0978,0.1056
g1133051-040048,173.2713,-4.0132,15958,,0.0828,0.1047
g1133126-132017,173.30265,-13.3381,5344,,0.0682,0.1016
g1133366-113218,173.4024,-11.5383,12600,,0.0036,0.1196
g1134062-090116,173.52571,-9.0212,11371,,-0.0879,0.1501
g1134199-091039,173.583,-9.1774,9693,,0.0362,0.1118
g1134294-501414,173.62259,-50.2372,4856,,0.1039,0.0983
g1134334-505216,173.6391,-50.8711,14746,,0.0084,0.12
g1134433-093160,173.68034,-9.5332,6215,6304,-0.0346,0.1055
g1134457-135609,173.69054,-13.9357,16046,,0.1136,0.1141
g1134533-420102,173.7219,-42.0171,13913,,-0.0477,0.1189
g1134545-432128,173.72701,-43.3576,13398,,0.0243,0.1024
g1134579-233137,173.7411,-23.5268,15314,,-0.0695,0.1124
g1135067-502416,173.778,-50.4045,14389,,0.2034,0.1311
g1135204-330203,173.83515,-33.0342,10794,,-0.0121,0.1003
g1135325-375723,173.88539,-37.9564,3045,,0.0447,0.101
g1135575-102744,173.98981,-10.4623,15808,,-0.1253,0.1327
g1136069-123409,174.0285,-12.5691,4624,,-0.1269,0.1332
g1136132-374522,174.05505,-37.7562,9701,,-0.0352,0.1155
g1136161-471139,174.0669,-47.1943,12394,,-0.14,0.1111
g1136182-504251,174.07605,-50.7142,14357,,0.0676,0.1671
g1136366-330505,174.1524,-33.0848,11154,,0.0833,0.0997
g1136385-221343,174.16049,-22.2287,7371,,-0.1279,0.1436
g1136498-093404,174.20744,-9.5677,6274,6304,0.2113,0.0918
g1136542-082233,174.2259,-8.3758,12091,,0.0854,0.1065
g1136574-795829,174.2391,-79.9748,12520,,0.0531,0.1127
g1137083-324917,174.28455,-32.8214,9566,9450,-0.0268,0.1152
g1137297-105423,174.37366,-10.9063,13949,,-0.037,0.1705
g1137406-444418,174.41925,-44.7383,10215,10162,-0.0222,0.1344
g1137507-504428,174.4611,-50.7412,14746,,0.2566,0.0994
g1137517-170256,174.46545,-17.0488,6958,6947,-0.058,0.0996
g1137542-032550,174.47579,-3.4306,14968,,-0.0892,0.1345
g1138141-495451,174.55861,-49.9142,14780,,-0.0193,0.1238
g1138203-210731,174.5844,-21.1251,11929,,-0.0636,0.0985
g1138290-362514,174.62085,-36.4205,15461,15195,-0.0056,0.1099
g1138294-094329,174.62235,-9.7246,11311,,0.0622,0.1238
g1138307-092334,174.62776,-9.3927,6454,6304,-0.2347,0.1376
g1138429-362443,174.6786,-36.412,15071,15195,-0.0599,0.1266
g1138537-092551,174.7239,-9.4309,6514,6304,-0.1992,0.1221
g1139013-103933,174.7554,-10.6592,15387,,0.0876,0.1585
g1139055-091948,174.77295,-9.3299,5974,6304,-0.0639,0.1005
g1139191-381140,174.8295,-38.1943,9429,,-0.0883,0.1337
g1139240-723914,174.8502,-72.6539,7287,,-0.0892,0.14
g1139258-363652,174.8574,-36.6143,14920,15195,0.0959,0.1017
g1139277-421454,174.86519,-42.2483,13762,,-0.2299,0.1558
g1139300-170229,174.87511,-17.0414,7078,6947,-0.0545,0.0926
g1139344-215955,174.8934,-21.9985,11868,,0.0624,0.1001
g1139418-092203,174.9243,-9.3674,5884,6304,0.0028,0.0952
g1139464-774342,174.94336,-77.7282,13133,,0.1409,0.1197
g1139586-142035,174.9942,-14.3429,15595,,0.1022,0.1039
g1140069-510125,175.02884,-51.0235,15135,,0.1274,0.108
g1140091-294457,175.03816,-29.749,10053,,0.1216,0.1047
g1140113-335354,175.047,-33.8984,14779,,0.0413,0.1375
g1140372-443131,175.15484,-44.5253,10215,10162,0.1174,0.1147
g1140580-103249,175.24155,-10.5468,9871,,-0.1039,0.12
g1140585-463414,175.24381,-46.5704,5650,,0.0781,0.1045
g1141198-510643,175.3323,-51.112,14894,,0.0309,0.1113
g1141208-201241,175.3368,-20.2114,14658,,-0.0322,0.1098
g1141264-170205,175.35991,-17.0346,15262,,0.0843,0.1067
g1141298-370955,175.3743,-37.1652,15218,,0.0303,0.1245
g1141498-152154,175.4577,-15.3651,15474,,0.1277,0.1017
g1141531-270209,175.47104,-27.0357,9999,,-0.0809,0.1254
g1141574-060920,175.48905,-6.1557,2047,,-0.1233,0.1063
g1142012-462511,175.50495,-46.4198,11617,11965,-0.0365,0.1184
g1142066-421241,175.52731,-42.2115,13402,,-0.0545,0.116
g1142119-104627,175.54935,-10.7743,6933,,-0.1293,0.0999
g1142190-135145,175.5792,-13.8624,6931,,-0.0693,0.1055
g1142192-083720,175.57981,-8.6223,6244,,-0.0458,0.0972
g1142246-285013,175.60229,-28.8368,8706,,-0.2252,0.1575
g1142296-151353,175.62315,-15.2314,15354,,0.0372,0.1059
g1142310-021506,175.629,-2.2515,14577,,0.0171,0.1068
g1142558-361722,175.73236,-36.2894,15490,,0.0165,0.1131
g1142596-114120,175.74841,-11.6888,8701,,0.0203,0.1054
g1143013-181003,175.7553,-18.1675,13911,,0.0718,0.1284
g1143186-125242,175.82746,-12.8784,5642,,0.1804,0.0999
g1143229-191117,175.84559,-19.1881,9953,,-0.0773,0.167
g1143456-465550,175.94009,-46.9305,12094,,0.0518,0.1045
g1143502-730142,175.95931,-73.0284,12531,,-0.0928,0.1327
g1143543-130315,175.97624,-13.0542,10438,,-0.1001,0.1768
g1144067-091423,176.02786,-9.2398,9601,,0.0607,0.1253
g1144090-492119,176.0373,-49.3553,5008,,-0.0069,0.1124
g1144180-181204,176.07511,-18.2011,10254,,-0.1401,0.1457
g1144296-435321,176.1231,-43.8891,13215,,0.0961,0.1011
g1144392-185611,176.16345,-18.9365,10163,,0.1835,0.1107
g1144484-094327,176.20141,-9.7241,15207,,-0.0752,0.1068
g1144521-091360,176.21686,-9.2333,6093,,0.0929,0.0978
g1144542-440556,176.2257,-44.0989,10216,10237,0.0639,0.0989
g1145150-014210,176.31256,-1.7028,8700,8639,0.2419,0.0981
g1145152-510211,176.31344,-51.0363,15194,,0.0293,0.1868
g1145303-433426,176.3763,-43.5739,10428,,-0.0028,0.1136
g1145376-510517,176.4066,-51.0879,15104,,0.0608,0.1057
g1145377-170210,176.4072,-17.036,6897,7035,0.0149,0.1144
g1145491-441555,176.45475,-44.2652,9706,10237,-0.0435,0.1201
g1145591-171500,176.49601,-17.25,7017,7035,0.025,0.0959
g1146205-441005,176.58556,-44.1681,10276,10237,0.0364,0.0967
g1146254-033549,176.60565,-3.597,14666,,0.1301,0.1356
g1146314-165827,176.63085,-16.974,15081,,-0.0146,0.1242
g1146380-381357,176.6583,-38.2325,10267,,-0.2499,0.1865
g1147197-504357,176.83215,-50.7326,14895,,0.0684,0.1028
g1148135-062314,177.05639,-6.3872,15296,,-0.2244,0.1328
g1149302-010511,177.3756,-1.0865,6090,6196,0.0979,0.0922
g1149363-012720,177.4014,-1.4556,5940,6196,0.0512,0.1031
g1149397-033147,177.41549,-3.5297,8400,8448,-0.1074,0.144
g1149468-155538,177.44505,-15.9273,9296,,0.0022,0.1114
g1149553-033946,177.4803,-3.6629,8460,8448,0.0621,0.1003
g1150106-194110,177.5442,-19.686,10610,,-0.1143,0.1119
g1150582-052309,177.7425,-5.3859,15055,,-0.0797,0.1167
g1151017-284821,177.7572,-28.8059,2139,,0.1891,0.1051
g1151054-281359,177.77235,-28.2331,12393,,-0.4101,0.1627
g1151546-470118,177.9777,-47.0216,11672,,0.2153,0.1225
g1152000-490247,178.00004,-49.0462,12413,,-0.037,0.192
g1152151-112656,178.06304,-11.4489,15414,,0.0117,0.1256
g1152196-722944,178.08166,-72.4954,7197,,0.0467,0.0935
g1152352-084605,178.1466,-8.7681,10948,,-0.0106,0.1361
g1152480-295609,178.19984,-29.9359,15656,,-0.0732,0.1333
g1153082-323358,178.2843,-32.566,8514,8436,-0.0226,0.0978
g1153101-723553,178.2921,-72.5981,7406,,-0.0805,0.1236
g1153228-475844,178.3452,-47.9789,15835,,0.0161,0.1181
g1153367-514811,178.40295,-51.8031,14829,,0.0366,0.1145
g1154015-193408,178.50645,-19.5688,1975,,0.0162,0.1218
g1154196-185700,178.58175,-18.9501,7432,7216,0.0919,0.0985
g1154204-514652,178.58505,-51.7811,6315,,0.0215,0.0955
g1154232-105200,178.59645,-10.8668,15024,,-0.0087,0.1172
g1154515-313425,178.71436,-31.5735,11424,,0.0049,0.0956
g1155084-223859,178.785,-22.6496,12883,,0.0876,0.1012
g1155104-075037,178.79325,-7.8437,6061,,0.1667,0.0979
